City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
274,sonqor,34.7837,47.6004,19.76,27,1,1.88,IR,1694886659
275,conde,-7.2597,-34.9075,27.7,65,75,6.69,BR,1694886659
276,nguigmi,14.2495,13.1092,29.72,59,71,4.73,NE,1694886659
277,myeik,12.4333,98.6,25.68,89,100,3.81,MM,1694886659
278,al ghayzah,16.2079,52.176,27.59,88,87,4.17,YE,1694886659
279,igrim,63.1906,64.4162,15.01,57,60,2.24,RU,1694886660
280,kibale,0.8,31.0667,17.43,97,98,0.84,UG,1694886660
281,touros,-5.1989,-35.4608,28.82,56,30,7.99,BR,1694886660
282,junin de los andes,-39.9504,-71.0694,3.75,97,72,5.21,AR,1694886660
283,nefta,33.8731,7.8777,37.14,21,2,3.16,TN,1694886660
284,ayios konstandinos,38.6333,21.4,22.28,57,26,0.89,GR,1694886660
285,opuwo,-18.0607,13.84,26.11,11,0,3.48,NA,1694886661
286,masterton,-40.9597,175.6575,12.71,80,99,7.39,NZ,1694886429
287,salmon arm,50.6998,-119.3024,21.84,55,0,0.51,CA,1694886661
288,zhaqsy,51.9083,67.3133,12.83,63,99,0.93,KZ,1694886662
289,kampene,-3.6,26.6667,21.08,85,100,1.14,CD,1694886662
290,sovetskaya gavan',48.9723,140.2878,10.58,67,7,1.72,RU,1694886663
291,marquette,46.5333,-87.6335,17.69,77,12,0.45,US,1694886663
292,princeville,45.7668,-61.2985,23.28,93,100,9.26,CA,1694886663
293,banff,51.1762,-115.5698,16.57,44,5,3.09,CA,1694886664
294,plaza huincul,-38.926,-69.2086,14.52,10,29,6.71,AR,1694886664
295,nishifukuma,33.7667,130.4667,27.0,90,100,2.14,JP,1694886664
296,nar'yan-mar,67.6713,53.087,4.53,80,93,1.25,RU,1694886664
297,oltinko'l,40.8011,72.1634,21.92,32,61,0.75,UZ,1694886664
298,burutu,5.3509,5.5076,25.88,85,98,3.04,NG,1694886665
299,ad dabbah,18.05,30.95,35.01,15,18,5.0,SD,1694886665
300,uturoa,-16.7333,-151.4333,25.6,80,81,7.48,PF,1694886665
301,minas de marcona,-15.2119,-75.1103,19.88,58,80,4.14,PE,1694886665
302,launceston,-41.45,147.1667,11.0,66,30,6.69,AU,1694886665
303,udachny,66.4167,112.4,3.03,59,100,5.66,RU,1694886666
304,siauliai,55.9333,23.3167,12.01,76,0,3.09,LT,1694886666
305,bastia,42.6667,9.3333,25.89,92,75,4.12,FR,1694886504
306,chunskiy,56.0815,99.6342,8.52,76,7,1.13,RU,1694886666
307,dalandzadgad,43.5708,104.425,12.53,31,26,4.34,MN,1694886666
308,san antonio de pale,-1.4014,5.6325,24.56,84,45,5.57,GQ,1694886666
309,xucheng,20.35,110.1288,26.0,90,100,3.3,CN,1694886667
310,longboat key,27.4125,-82.659,34.6,46,75,0.0,US,1694886667
311,wanning,18.8003,110.3967,26.52,89,100,0.63,CN,1694886667
312,lebu,-37.6167,-73.65,10.72,76,50,6.6,CL,1694886668
313,weno,7.4515,151.8468,25.97,89,100,0.0,FM,1694886668
314,andirin,37.5776,36.3549,18.21,36,0,1.28,TR,1694886668
315,talata mafara,12.5732,6.0597,31.12,52,99,1.42,NG,1694886669
316,antsiranana,-12.2787,49.2917,23.4,80,8,7.01,MG,1694886669
317,bismarck,46.8083,-100.7837,18.14,66,0,3.6,US,1694886385
318,paulo afonso,-9.4061,-38.2147,34.32,28,10,7.03,BR,1694886669
319,piacabucu,-10.4056,-36.4344,27.38,62,50,4.93,BR,1694886669
320,baharly,38.4362,57.4316,23.49,26,0,1.56,TM,1694886670
321,zhalantun,48.0,122.7167,11.64,60,99,0.78,CN,1694886670
322,cide,41.8921,33.0044,19.9,80,3,4.56,TR,1694886670
323,kavaratti,10.5669,72.642,27.53,81,100,3.98,IN,1694886670
324,erdenet,49.0333,104.0833,5.67,91,100,2.54,MN,1694886584
325,karratha,-20.7377,116.8463,25.13,42,1,2.6,AU,1694886670
326,ormara,25.2088,64.6357,26.6,89,62,5.31,PK,1694886671
327,itoman,26.1247,127.6694,28.21,89,96,1.54,JP,1694886671
328,ellsworth,44.5434,-68.4195,16.05,94,100,8.23,US,1694886495
329,wailua homesteads,22.0669,-159.378,25.97,87,0,3.6,US,1694886671
330,pangody,65.85,74.4859,8.61,74,100,4.37,RU,1694886671
331,punta cana,18.5818,-68.4043,30.87,70,40,4.12,DO,1694886671
332,mammoth lakes,37.6485,-118.9721,18.4,36,0,3.6,US,1694886497
333,beau vallon,-20.4189,57.6953,24.01,78,75,5.66,MU,1694886672
334,howrah,22.5892,88.3103,29.0,89,40,4.12,IN,1694886672
335,nato,13.6105,123.5356,25.61,94,54,0.57,PH,1694886672
336,balqash,46.8481,74.995,17.56,47,86,2.18,KZ,1694886672
337,island harbour,50.724,-1.2758,23.29,67,99,2.24,GB,1694886673
338,gereida,11.2811,25.1414,28.66,50,84,0.77,SD,1694886673
339,broken hill,-31.95,141.4333,17.27,29,0,2.71,AU,1694886673
340,nogales,31.3086,-110.9422,30.2,17,10,2.62,MX,1694886673
341,greenville,35.6127,-77.3663,26.02,46,0,0.0,US,1694886673
342,sabang,5.8933,95.3214,27.44,77,99,7.45,ID,1694886673
343,fuglafjordur,62.244,-6.814,10.26,88,100,5.82,FO,1694886674
344,narrabri,-30.3167,149.7833,14.32,44,0,1.05,AU,1694886674
345,ufa,54.775,56.0375,12.65,70,96,0.75,RU,1694886674
346,strezhevoy,60.7333,77.5889,11.74,78,10,0.29,RU,1694886675
347,pionerskiy,54.9508,20.2275,15.42,66,8,5.83,RU,1694886675
348,chernyshevskiy,63.0128,112.4714,0.77,62,96,2.02,RU,1694886675
349,colonia,50.9333,6.95,24.97,73,20,1.03,DE,1694886544
350,awjilah,29.1081,21.2869,28.79,24,0,4.79,LY,1694886675
351,lamu,-2.2717,40.902,24.12,82,49,5.63,KE,1694886676
352,praya,14.9215,-23.5087,28.3,65,20,7.72,CV,1694886676
353,neiafu,-18.65,-173.9833,24.38,78,20,3.6,TO,1694886676
354,peace river,56.2501,-117.286,17.17,51,75,3.6,CA,1694886676
355,bubaque,11.2833,-15.8333,26.43,77,92,1.21,GW,1694886677
356,manado,1.487,124.8455,24.43,94,40,0.51,ID,1694886677
357,tolbazy,54.0241,55.8825,13.5,82,80,0.82,RU,1694886677
358,virar,19.4667,72.8,29.05,86,100,6.31,IN,1694886677
359,guardo,42.7897,-4.8482,13.14,71,87,4.92,ES,1694886677
360,eydhafushi,5.1033,73.0708,28.22,77,98,4.02,MV,1694886677
361,malango,-2.9627,119.9001,18.43,92,91,0.72,ID,1694886678
362,san miguel,13.4833,-88.1833,32.78,62,0,0.0,SV,1694886678
363,dengzhou,37.8086,120.7508,20.44,90,6,1.88,CN,1694886678
364,carnarvon,-24.8667,113.6333,18.82,78,0,10.77,AU,1694886678
365,maridi,4.9158,29.4742,21.08,94,99,1.77,SS,1694886678
366,cooper's town,26.8667,-77.5167,28.27,68,27,1.77,BS,1694886679
367,north bondi,-33.8824,151.2769,21.09,45,0,3.6,AU,1694886679
368,mokopane,-24.1944,29.0097,21.52,9,0,1.23,ZA,1694886679
369,nova sintra,14.8667,-24.7167,22.99,79,12,8.77,CV,1694886679
370,tarauaca,-8.1614,-70.7656,34.94,39,77,1.67,BR,1694886679
371,margate,51.3813,1.3862,21.06,88,100,3.58,GB,1694886680
372,aksu,41.1231,80.2644,21.12,31,5,2.54,CN,1694886680
373,tsumeb,-19.2333,17.7167,27.59,12,0,1.14,NA,1694886680
374,sao vicente,-23.9631,-46.3919,32.93,43,0,4.12,BR,1694886680
375,castillos,-34.1667,-53.8333,23.24,61,100,5.41,UY,1694886680
376,mogocha,53.7333,119.7667,8.28,64,100,0.99,RU,1694886681
377,high rock,26.6208,-78.2833,31.01,68,12,1.18,BS,1694886681
378,luau,-10.7073,22.2247,27.19,24,8,1.34,AO,1694886681
379,shingu,33.7333,135.9833,23.31,82,11,2.15,JP,1694886681
380,road town,18.4167,-64.6167,33.02,62,40,3.09,VG,1694886681
381,hermiston,45.8404,-119.2895,29.58,42,0,1.54,US,1694886578
382,mitu,1.1983,-70.1733,36.83,32,92,0.54,CO,1694886682
383,nagqu,31.5,92.0,4.53,84,90,0.98,CN,1694886682
384,utrik,11.2278,169.8474,28.36,81,59,7.99,MH,1694886682
385,nemuro,43.3236,145.575,17.11,89,100,3.08,JP,1694886682
386,afumati,44.5167,26.2667,22.81,69,75,5.66,RO,1694886683
387,ruthin,53.1137,-3.3178,17.92,89,100,0.45,GB,1694886683
388,al bawiti,28.3492,28.8659,27.32,31,0,3.17,EG,1694886683
389,camana,-16.6228,-72.7111,20.57,68,52,3.33,PE,1694886683
390,pangoa,-12.1167,-73.0,30.56,51,76,1.67,PE,1694886683
391,xining,36.6167,101.7667,12.92,57,68,1.41,CN,1694886684
392,yeonggwang,35.275,126.5094,23.81,97,100,0.82,KR,1694886684
393,ta`u,-14.2336,-169.5144,26.89,81,16,9.51,AS,1694886684
394,kutum,14.2,24.6667,27.67,29,47,4.14,SD,1694886684
395,rikaze,29.25,88.8833,13.3,46,5,2.29,CN,1694886685
396,sarmiento,-45.5882,-69.07,6.91,59,86,0.96,AR,1694886685
397,tanabe,33.7333,135.3667,23.89,90,9,1.33,JP,1694886685
398,pyt-yakh,60.7499,72.8582,14.81,77,4,0.81,RU,1694886686
399,levokumskoye,44.8219,44.6606,15.43,80,91,6.08,RU,1694886686
400,boguchany,58.3814,97.4531,9.34,78,42,0.64,RU,1694886686
401,progreso,21.2833,-89.6667,33.06,60,2,6.16,MX,1694885916
402,remire-montjoly,4.9167,-52.2667,33.02,49,0,7.2,GF,1694886686
403,oasis,33.4659,-116.0989,37.69,51,0,4.63,US,1694886687
404,kulhudhuffushi,6.6221,73.07,27.93,78,99,2.89,MV,1694886687
405,noumea,-22.2763,166.4572,21.11,99,93,5.8,NC,1694886687
406,kismayo,-0.3582,42.5454,25.33,83,74,6.83,SO,1694886687
407,la libertad,-2.2333,-80.9,27.81,69,20,4.63,EC,1694886688
408,lahat,-3.8,103.5333,23.92,80,42,1.25,ID,1694886688
409,quatre cocos,-20.2078,57.7625,23.94,75,22,6.31,MU,1694886688
410,gornozavodsk,58.3758,58.3211,13.34,80,85,0.49,RU,1694886688
411,ghanzi,-21.5667,21.7833,23.86,11,0,3.15,BW,1694886689
412,coari,-4.085,-63.1414,39.19,21,36,0.58,BR,1694886689
413,sola,-13.8833,167.55,25.23,79,100,6.97,VU,1694886689
414,olyokminsk,60.3736,120.4264,0.61,78,16,0.66,RU,1694886689
415,tambura,5.6,27.4667,22.8,80,77,1.11,SS,1694886690
416,trenggalek,-8.05,111.7167,22.46,96,86,1.81,ID,1694886690
417,morehead city,34.7229,-76.726,27.8,52,0,2.24,US,1694886690
418,banamba,13.55,-7.45,31.25,51,82,3.89,ML,1694886690
419,christchurch,-43.5333,172.6333,18.04,57,100,0.51,NZ,1694885921
420,pisco,-13.7,-76.2167,22.79,68,20,4.12,PE,1694886389
421,tulun,54.5611,100.5792,8.22,68,23,1.8,RU,1694886691
422,lorengau,-2.0226,147.2712,27.07,76,100,6.67,PG,1694886691
423,brooks,50.5834,-111.8851,23.35,27,0,0.51,CA,1694886691
424,vorkuta,67.5,64.0,7.84,84,81,3.77,RU,1694886691
425,luderitz,-26.6481,15.1594,15.23,53,0,15.25,NA,1694886692
426,tolanaro,-25.0319,46.9987,24.04,69,0,9.77,MG,1694886692
427,jabor,5.921,169.6434,28.44,77,83,3.6,MH,1694886692
428,emerald,-23.5333,148.1667,14.31,87,0,2.91,AU,1694886692
429,isangel,-19.55,169.2667,21.86,88,100,6.14,VU,1694886692
430,sarangani,5.4033,125.4636,26.87,82,100,6.41,PH,1694886692
431,port shepstone,-30.7414,30.455,17.58,63,100,3.27,ZA,1694886693
432,faya-largeau,17.9257,19.1043,35.74,14,2,3.29,TD,1694886693
433,dhuusamarreeb,5.535,46.3861,27.91,49,80,11.06,SO,1694886693
434,humaita,-7.5061,-63.0208,43.11,15,35,1.29,BR,1694886693
435,south venice,27.0531,-82.4243,33.92,79,0,4.47,US,1694886693
436,sitka,57.0531,-135.33,13.94,62,100,9.26,US,1694886694
437,galesong,-5.3166,119.3661,25.01,70,100,2.83,ID,1694886694
438,ordynskoye,54.3656,81.8994,13.22,81,63,1.6,RU,1694886694
439,ulu tiram,1.6,103.8167,28.95,88,20,0.0,MY,1694886694
440,ruma,45.0081,19.8222,23.08,60,84,3.35,RS,1694886695
441,saldanha,-33.0117,17.9442,12.03,67,100,5.78,ZA,1694886695
442,tual,-5.6667,132.75,24.81,79,46,9.55,ID,1694886695
443,pemangkat,1.1667,108.9667,25.71,89,99,2.55,ID,1694886695
444,siwa oasis,29.2041,25.5195,30.76,23,0,3.5,EG,1694886695
445,zelenogorskiy,55.0333,87.0,14.0,72,100,1.59,RU,1694886696
446,alice springs,-23.7,133.8833,10.75,32,0,2.06,AU,1694886696
447,shanwei,22.782,115.3475,25.94,89,29,1.75,CN,1694886696
448,saint-pierre,-21.3393,55.4781,21.82,78,0,1.54,RE,1694886696
449,tanque verde,32.2517,-110.7373,34.39,18,0,2.24,US,1694886697
450,labrador city,52.9463,-66.9114,17.95,45,75,3.09,CA,1694886697
451,kittila,67.6647,24.8936,8.12,87,100,3.09,FI,1694886697
452,kirensk,57.7853,108.1119,7.92,97,80,1.8,RU,1694886697
453,barmer,25.75,71.3833,29.91,61,100,3.0,IN,1694886697
454,tsiroanomandidy,-18.7667,46.0333,22.83,47,14,1.65,MG,1694886698
455,keflavik,64.0049,-22.5624,11.95,100,100,8.75,IS,1694886698
456,outjo,-20.1167,16.15,25.15,9,0,6.96,NA,1694886698
457,yashan,22.1975,109.9419,24.75,95,100,0.43,CN,1694886698
458,ponta delgada,37.7333,-25.6667,23.44,56,20,4.63,PT,1694886698
459,lionel town,17.8101,-77.2406,32.94,52,87,4.63,JM,1694886699
460,gadzhiyevo,69.2551,33.3362,7.94,74,99,1.7,RU,1694886699
461,buenaventura,3.8801,-77.0312,29.12,78,80,2.43,CO,1694886699
462,belmonte,-15.8631,-38.8828,26.6,63,46,3.63,BR,1694886699
463,yurimaguas,-5.9,-76.0833,34.09,49,20,1.54,PE,1694886699
464,batyrevo,55.0675,47.6111,15.13,54,73,2.65,RU,1694886701
465,magistral'nyy,56.1725,107.4458,8.17,91,8,2.04,RU,1694886701
466,guanare,9.0418,-69.7421,33.01,51,96,2.46,VE,1694886701
467,kalifornsky,60.4183,-151.29,8.55,93,75,9.77,US,1694886701
468,superior,46.7208,-92.1041,19.31,73,100,5.14,US,1694886701
469,petrolina,-9.3986,-40.5008,35.03,24,0,6.17,BR,1694886702
470,bra,44.703,7.8556,19.58,93,95,1.55,IT,1694886702
471,baissa,7.2333,10.6333,24.4,92,67,0.21,NG,1694886702
472,karlskrona,56.1616,15.5866,15.25,79,25,2.87,SE,1694886703
473,san julian,21.0167,-102.1667,24.85,40,55,2.86,MX,1694886703
474,vila velha,-20.3297,-40.2925,24.97,73,75,3.6,BR,1694886703
475,monrovia,6.3005,-10.7969,25.87,87,80,4.37,LR,1694886491
476,yoloten,37.2989,62.3597,20.43,21,0,4.15,TM,1694886703
477,cedar city,37.6775,-113.0619,23.0,39,0,2.06,US,1694886704
478,port blair,11.6667,92.75,25.02,94,100,1.03,IN,1694886704
479,pechora,65.1472,57.2244,8.61,97,69,1.6,RU,1694886704
480,konarka,19.9,86.1167,26.22,82,99,3.05,IN,1694886704
481,massawa,15.6097,39.45,33.36,59,2,2.86,ER,1694886704
482,novodvinsk,64.4165,40.8122,7.94,92,100,4.51,RU,1694886705
483,salinas,36.6777,-121.6555,18.01,81,100,2.57,US,1694886471
484,chonchi,-42.6128,-73.8092,8.56,94,63,5.1,CL,1694886705
485,katima mulilo,-17.5,24.2667,25.28,18,0,2.46,NA,1694886705
486,tan-tan,28.438,-11.1032,24.97,64,20,5.66,MA,1694886706
487,ad dilam,23.9915,47.1627,37.23,14,12,3.9,SA,1694886706
488,rawson,-43.3002,-65.1023,13.02,38,55,2.95,AR,1694886706
489,bontang,0.1333,117.5,26.41,81,22,1.01,ID,1694886707
490,badou,7.5833,0.6,23.92,93,92,0.59,TG,1694886707
491,meulaboh,4.1363,96.1285,23.64,96,100,0.76,ID,1694886707
492,jaltenango de la paz,15.9167,-92.7167,25.94,58,22,1.17,MX,1694886707
493,mount pearl,47.5166,-52.7813,24.19,85,75,7.2,CA,1694886708
494,st. john's,47.5649,-52.7093,23.66,93,75,4.12,CA,1694886174
495,kayangel,8.0823,134.7173,27.64,79,98,4.23,PW,1694886708
496,la ronge,55.1001,-105.2842,18.14,59,0,6.17,CA,1694886708
497,fauske,67.2588,15.3918,11.02,95,100,1.29,NO,1694886709
498,santiago de surco,-12.15,-77.0167,22.71,60,0,4.12,PE,1694886456
499,nikolayevsk-on-amure,53.1406,140.73,8.09,64,23,1.78,RU,1694886709
500,ulsteinvik,62.3432,5.8487,11.61,82,92,3.13,NO,1694886709
501,alexandria,31.2156,29.9553,26.3,64,0,3.82,EG,1694886224
502,alofi,-19.0595,-169.9187,20.94,88,80,1.54,NU,1694886710
503,port victoria,0.0939,33.9756,23.52,70,33,1.12,KE,1694886710
504,okha,53.5739,142.9478,10.31,85,7,4.8,RU,1694886710
505,inhambane,-23.865,35.3833,23.99,88,0,5.36,MZ,1694886711
506,beira,-19.8436,34.8389,25.05,88,0,3.6,MZ,1694886711
507,cherdyn',60.403,56.4787,13.79,76,92,1.18,RU,1694886711
508,ihosy,-22.4,46.1167,18.85,81,22,3.12,MG,1694886711
509,pizarro,4.9533,-77.366,28.32,77,98,3.29,CO,1694886711
510,tshabong,-26.05,22.45,14.83,26,60,5.61,BW,1694886712
511,mujiayingzi,42.1167,118.7833,15.21,91,51,1.04,CN,1694886712
512,mawu,29.5923,107.3139,22.07,77,3,2.09,CN,1694886712
513,as suki,13.3167,33.8833,28.28,63,65,4.0,SD,1694886713
514,poolesville,39.1459,-77.4169,27.07,45,0,2.06,US,1694886625
515,nalut,30.3333,10.85,30.61,13,41,3.88,LY,1694886713
516,rundu,-17.9333,19.7667,24.64,14,0,1.83,NA,1694886713
517,mahdishahr,35.7108,53.3556,17.97,61,12,2.74,IR,1694886713
518,chibougamau,49.9168,-74.3659,17.79,52,0,3.09,CA,1694886714
519,guane,22.2025,-84.0875,33.87,50,13,1.48,CU,1694886714
520,missoula,47.0166,-113.8009,12.22,20,0,1.57,US,1694886714
521,likiep,9.8251,169.3107,28.31,82,98,7.11,MH,1694886715
522,saint-felicien,48.6501,-72.4491,18.28,63,75,1.54,CA,1694886715
523,huaicheng,23.9051,112.1931,23.96,98,13,0.74,CN,1694886715
524,'ain el turk,35.7438,-0.7693,27.5,88,40,3.6,DZ,1694886716
525,manismata,-2.4667,111.0333,23.39,92,63,0.98,ID,1694886716
526,butajira,8.1167,38.3667,15.26,85,69,0.7,ET,1694886716
527,mejit,10.2753,170.8646,28.62,79,83,7.69,MH,1694886716
528,kariya,34.9833,136.9833,29.52,78,54,1.91,JP,1694886716
529,pihuamo,19.2499,-103.3828,30.6,61,55,1.53,MX,1694886717
530,morant bay,17.8815,-76.4093,32.79,64,73,5.17,JM,1694886717
531,mianyang,31.4593,104.7542,23.76,84,94,2.13,CN,1694886717
532,port-vila,-17.7338,168.3219,23.37,82,100,5.66,VU,1694886473
533,yaren,-0.5472,166.916,28.7,71,63,3.19,NR,1694886718
534,lagunas,-5.2269,-75.6753,37.32,31,84,1.21,PE,1694886718
535,pandan,14.0453,124.1694,26.88,84,29,1.75,PH,1694886718
536,lyubim,58.3625,40.6843,7.12,91,68,0.95,RU,1694886719
537,chittagong,22.9167,91.5,26.05,89,5,1.38,BD,1694886512
538,saint-joseph,-21.3667,55.6167,21.21,75,25,5.03,RE,1694886719
539,chifeng,42.2683,118.9636,14.55,93,51,0.47,CN,1694886719
540,kani keli,-12.9536,45.1033,24.59,74,30,3.2,YT,1694886720
541,el calafate,-50.3408,-72.2768,2.04,62,10,1.03,AR,1694886720
542,vredendal,-31.6683,18.5012,11.45,69,100,3.27,ZA,1694886720
543,waat,51.1454,6.4958,23.99,86,20,3.09,DE,1694886720
544,ketchikan,55.3422,-131.6461,12.26,76,100,6.17,US,1694886721
545,san sebastian de la gomera,28.0916,-17.1133,26.2,69,20,2.06,ES,1694886721
546,bolotnoye,55.6717,84.3981,11.07,74,30,2.43,RU,1694886721
547,cumnock,55.4544,-4.2664,13.5,90,100,3.73,GB,1694886722
548,neufchateau,48.35,5.7,22.23,90,100,2.7,FR,1694886722
549,voi,-3.3945,38.563,21.98,77,85,5.18,KE,1694886722
550,tierra nueva,21.6833,-100.5667,25.95,39,55,3.94,MX,1694886723
